@relation D_512

@attribute x1 numeric
@attribute x2 numeric
@attribute y {0, 1}

@data
-1.233931,1.139679,1
1.260554,-0.615985,1
-0.76255,-0.913755,1
-1.171739,-0.510571,1
-1.000178,1.249531,1
0.790112,-1.191159,1
-0.179692,1.321099,1
0.454421,-0.098383,0
-0.880561,0.273208,0
-0.11001,-0.397174,0
-0.825606,1.421538,1
-0.691157,-1.236649,1
-0.174775,0.02894,0
-0.579989,0.393305,0
0.806539,0.704894,0
1.499284,0.447541,1
-0.508042,0.775396,0
-0.203892,0.947898,0
0.195688,1.014038,0
-1.256137,1.040215,1
-1.154251,-0.260142,1
-0.539002,0.392231,0
-1.457146,-1.352651,1
1.170846,-1.472183,1
0.897728,0.957993,0
1.435117,1.459929,1
0.660209,-0.35442,0
1.063994,-0.03763,1
0.881136,0.650703,0
-0.572932,-0.685103,1
-1.006326,-0.414482,1
0.720282,-1.248682,1
-1.017077,-0.097133,1
-1.151413,1.353367,1
0.669449,-1.203358,1
0.236497,0.945201,0
0.03911,-0.80138,0
1.415425,0.302504,1
0.069859,0.475464,0
1.452417,-0.913609,1
1.021499,-0.914711,1
-0.485849,-1.40833,1
-0.341845,0.542447,0
-1.183893,-1.137792,1
-0.188604,-0.973131,1
0.310463,-0.685009,0
-1.356974,-0.300857,1
1.100902,-1.273119,1
-0.726274,-0.837379,1
-0.444778,-0.971851,1
1.00175,1.317119,1
-1.217343,0.006951,1
0.970397,0.525405,0
-0.124697,0.593426,0
0.326556,0.089121,0
-0.779171,-1.084562,1
0.638413,0.182816,0
-0.352456,-0.114486,0
1.234001,-0.860864,1
-0.802014,-0.106232,0
-0.919806,0.834648,0
1.325727,-0.828873,1
-0.136381,0.432185,0
0.302296,-0.270549,0
0.887931,-1.37592,1
0.331363,1.469415,1
-0.891092,0.968664,0
1.215679,-1.375705,1
0.403669,-0.658983,0
-0.171717,-0.443631,0
-0.090001,-0.677378,0
0.531804,0.372547,0
-0.602649,0.050722,0
0.931043,-0.336695,1
-0.981345,1.055426,1
-0.874742,0.580009,0
-0.127347,0.977083,0
1.14523,-1.49544,1
1.17423,0.277908,1
-1.226438,-0.183081,1
1.470531,-0.649831,1
0.156812,-0.052698,0
-0.080767,0.341658,0
1.072881,0.148695,1
0.126202,0.502909,0
0.304871,0.711381,0
0.331015,-1.161636,1
0.728879,-0.987603,1
0.023054,-0.238392,0
1.16325,0.26863,1
-0.155995,-0.1398,0
-1.252327,-0.957796,1
0.541487,-0.971077,1
1.075743,-1.288654,1
0.7856,0.277338,0
0.975393,-1.416632,1
-0.699701,-0.8414,1
1.137645,-0.72161,1
-0.67089,0.139005,0
0.750827,0.494799,0
1.372506,1.048831,1
0.822632,0.713648,0
1.050827,1.110837,1
0.238822,-0.604015,0
-0.35336,-0.913569,1
-0.8278,1.224725,1
-0.731198,-0.084315,0
0.732998,-1.312038,1
0.890545,1.489269,1
0.895024,-0.529131,1
0.921565,0.837768,0
-0.974611,0.623776,0
1.40799,0.583915,1
0.573591,-0.653772,1
1.328538,1.136166,1
-0.500778,-0.296929,0
0.992238,0.323498,0
0.07676,-0.970328,1
0.162977,0.03634,0
-1.172498,0.782561,1
0.929231,-1.383042,1
0.936422,0.269066,0
0.469991,-0.00378,0
0.0228,0.632733,0
0.541336,-0.07897,0
-1.459748,1.221833,1
-0.443717,0.523422,0
0.166673,1.329593,1
1.488094,0.26383,1
-0.011758,-1.162271,1
-0.738782,-0.435529,1
-0.312086,-0.810514,1
-1.109441,-1.440356,1
-0.392093,-1.192477,1
0.284181,0.810198,0
0.852255,-0.769106,1
0.753632,1.361782,1
-0.751347,1.183769,0
0.980188,-0.315799,1
0.895582,-0.459589,1
1.390091,0.153706,1
-1.155869,-0.305796,1
1.205286,1.154484,1
-0.357548,0.435262,0
0.322347,0.556873,0
-1.0774,-1.028903,1
0.301352,1.383055,1
-0.975106,-1.354928,1
-1.393491,1.37931,1
-0.833715,-0.429763,1
1.379006,-1.159702,1
0.01382,0.352087,0
0.655047,-1.181277,1
1.16295,-0.62224,1
0.064572,-0.764371,0
0.769186,0.320566,0
-0.825017,1.089869,0
1.129801,-1.290099,1
0.802624,1.19305,1
0.592993,1.068415,0
1.044549,-0.329311,1
-0.583761,-0.570372,1
-1.145197,-0.172623,1
0.03301,0.274219,0
-1.196904,-1.488003,1
-1.079514,-0.299513,1
0.76782,0.450396,0
1.192653,-1.101434,1
-0.424148,1.416426,1
-0.248678,-0.244076,0
-0.573928,-1.013554,1
1.007943,0.975076,0
0.607848,-0.957272,1
-0.205251,0.404752,0
0.543536,-0.876307,1
1.297638,0.027413,1
0.551209,0.969466,0
-0.951348,1.485712,1
0.73325,0.430192,0
0.852556,0.078269,0
1.273259,0.052197,1
-1.316329,-1.025565,1
-0.643305,-1.490465,1
0.408322,-0.014239,0
-1.485148,-1.150343,1
-0.331974,-0.70793,0
1.12533,1.478136,1
-0.408749,0.620873,0
1.276267,-0.559546,1
1.417276,0.605057,1
-1.317296,1.087302,1
-0.62965,0.88152,0
0.608392,0.917416,0
1.488108,0.29304,1
1.123719,0.032542,1
-0.939512,0.923647,0
0.217717,1.061653,0
0.612381,-0.099189,0
1.274759,-0.558552,1
0.165376,0.03193,0
-0.349875,0.824821,0
0.326309,1.376944,1
-0.618679,1.456966,1
1.176545,-0.892751,1
1.058448,-1.466717,1
-0.436899,0.807595,0
0.119836,-0.124548,0
0.301411,1.453528,1
1.157222,-0.641253,1
0.414294,0.287461,0
-1.404778,-0.232848,1
0.593606,1.092987,0
-0.343443,1.458416,1
-0.674847,0.779378,0
0.282589,0.706094,0
-0.113202,0.700574,0
0.800161,1.376062,1
1.201204,1.317632,1
-1.036438,-0.210134,1
1.078895,-0.402293,1
-0.524129,0.016959,0
-0.081657,0.142886,0
-0.114764,0.826359,0
-0.192774,-0.073639,0
0.618483,-0.443413,0
0.168173,0.554822,0
0.845089,-0.500702,1
0.434325,-0.944274,1
-0.318799,-0.346127,0
0.848047,-0.556794,1
-0.012004,0.946442,0
0.960641,0.846412,0
0.010137,-0.586676,0
0.497069,0.571977,0
0.956403,-0.711742,1
-0.224939,0.971517,0
-0.168166,-0.450072,0
0.400492,1.18704,0
0.236616,-0.094329,0
0.653451,-0.268,0
-0.770423,-0.922996,1
0.776229,1.063631,0
-0.928202,1.062305,0
1.341164,1.258233,1
0.386759,-0.877509,1
1.224107,-0.608696,1
1.454557,1.28834,1
-1.097805,1.066121,1
1.491094,-0.381924,1
0.507462,0.468069,0
0.704996,1.123766,0
0.260308,-0.78042,0
0.332034,1.371075,1
-0.477618,-0.685343,1
0.63688,0.389717,0
-0.319721,0.032118,0
0.050144,0.871584,0
-0.948964,0.087679,0
0.421885,1.276388,1
-1.07313,0.711075,0
1.042183,-0.267475,1
1.456,0.069382,1
-0.867756,-0.736541,1
0.634843,-0.563829,1
0.771454,-1.176553,1
-0.455766,-0.099308,0
0.945352,-0.038198,0
0.621088,0.538563,0
0.111293,-1.311974,1
0.443419,1.450446,1
0.631757,0.236419,0
-1.005578,-0.211782,1
0.945312,-0.228508,1
-0.458933,0.533,0
-0.871606,1.185965,1
0.207163,1.413938,1
0.976656,0.693812,0
-1.368932,-0.96889,1
-0.785187,0.732433,0
-0.612185,0.918489,0
0.032341,-1.366454,1
0.271665,0.905425,0
0.578776,-0.967308,1
0.096927,-0.62265,0
-1.159257,-1.174188,1
0.470511,1.473724,1
1.007646,0.294389,0
0.003979,0.913393,0
0.868727,-0.17482,0
-0.310338,-1.283369,1
0.718723,-1.476254,1
-1.177975,1.235216,1
0.626023,-0.897499,1
0.960552,-0.683976,1
0.595429,1.340006,1
0.785512,0.867746,0
-1.478875,-0.791853,1
-1.315801,-0.069295,1
-1.063614,-0.84703,1
-0.212899,0.008363,0
0.175429,0.560063,0
-0.047265,-1.169457,1
-0.539821,0.597338,0
-0.130901,-1.071436,1
0.825893,1.175142,1
0.335551,0.701793,0
1.318892,0.467028,1
-0.445699,0.117631,0
1.130805,-1.437392,1
-0.093241,1.378946,1
0.464007,0.157079,0
-0.988309,-1.010629,1
