x1,x2,y
-1.0518,1.248243,1
-0.138976,-0.654513,0
1.463939,0.111766,1
1.010951,0.387003,0
0.480085,-1.462886,1
-0.949101,0.942262,0
0.519044,-1.348913,1
0.63526,0.533653,0
0.752136,0.707135,0
1.384266,0.262269,1
0.73728,-1.123985,1
0.782772,0.535494,0
-1.485835,0.505702,1
-0.461414,-1.237257,1
0.089753,-1.401284,1
0.88978,1.389236,1
-0.819046,-0.117775,0
0.888888,-0.845253,1
0.918052,-1.206622,1
-0.768048,0.376481,0
-0.228304,0.525871,0
0.562217,-1.355142,1
1.389703,1.130146,1
-0.184808,1.15362,0
-1.335994,-1.106636,1
-0.247588,0.228458,0
1.166261,-1.391082,1
-1.331626,-0.119152,1
1.122776,-0.185854,1
1.303317,1.245362,1
-1.220238,-0.01581,1
0.563961,0.464354,0
1.239589,-0.879234,1
1.380314,-0.655198,1
-0.268647,-0.511359,0
-0.048515,0.038165,0
-0.376183,0.691944,0
-1.398709,-0.41404,1
0.777381,1.269607,1
0.097004,1.395122,1
0.913355,-0.850506,1
1.276879,0.966762,1
-0.322932,0.14404,0
-1.123149,-0.600862,1
-0.664923,-0.088566,0
0.702627,-0.469361,1
-0.126229,1.160258,1
-0.610433,0.952474,0
-0.152807,-0.122796,0
0.081443,-0.295346,0
-1.102858,0.715683,0
-0.443135,-0.488233,0
0.293637,0.135447,0
1.106652,-1.104048,1
1.319269,0.176003,1
0.993611,-0.555483,1
0.010137,-0.586676,0
-0.896853,-1.418959,1
-0.675347,-0.931278,1
-0.670333,-0.362541,0
-1.278503,-0.977344,1
0.691352,0.379164,0
0.709854,-0.982922,1
1.111022,-1.129264,1
-0.370918,0.772998,0
1.176545,-0.892751,1
1.14634,-0.454593,1
-0.010384,-1.228946,1
-1.128917,1.458987,1
-1.461585,-1.207666,1
0.182499,-0.196368,0
-0.616689,0.212439,0
-0.949578,-0.921707,1
-1.31052,-0.225702,1
0.339963,1.263337,1
-0.853516,0.525535,0
0.67447,-1.07547,1
-0.311041,0.574973,0
-0.986041,0.71466,0
0.964792,-0.654986,1
-0.492223,-0.234767,0
-1.422662,-0.122645,1
-0.765869,-1.104435,1
0.042421,-0.585557,0
-1.08144,-1.246588,1
-0.35336,-0.913569,1
0.749938,-0.939981,1
-0.04102,-1.273785,1
0.559892,0.12818,0
0.225436,1.46243,1
-1.005578,-0.211782,1
0.824156,0.17096,0
-0.341661,0.993783,0
0.835224,1.134248,0
-0.096533,-1.117971,1
0.766293,-0.053478,0
0.824037,1.364606,1
-1.142614,0.004679,1
1.07081,1.222693,1
-1.179407,0.564792,1
-0.495448,-0.884784,1
-0.28858,-0.392493,0
0.523927,0.220452,0
0.27073,1.181755,0
-0.838573,-0.351638,1
1.467292,-1.190404,1
0.573364,0.778173,0
-0.716699,1.426677,1
0.99326,0.847095,0
1.036413,-1.427055,1
0.460564,-1.170641,1
1.069398,1.247118,1
1.3309,0.164313,1
-1.242511,-1.009523,1
0.0228,0.632733,0
1.303022,-0.764344,1
-1.249685,-1.331475,1
1.337038,-0.580841,1
0.565303,-0.160245,0
0.019643,0.841823,0
0.608178,1.068369,0
0.019269,0.23001,0
-0.642355,1.134025,0
-0.788008,-0.038175,0
0.843486,-1.28432,1
-0.385837,-0.716821,1
0.5948,-0.084571,0
-0.632151,0.474459,0
1.116857,-0.745799,1
-0.297546,-0.927324,1
0.438402,-1.184178,1
1.155015,-0.44585,1
-0.897207,1.038429,0
-1.193101,-1.366952,1
1.381411,-0.285468,1
1.131774,-0.9563,1
0.296476,0.69939,0
1.106207,0.937575,1
1.080224,0.097583,1
0.876208,-1.426494,1
0.053379,0.843514,0
0.722118,0.74886,0
-0.517031,1.123144,0
-0.559042,-1.240767,1
-0.017153,0.468767,0
-1.384861,0.46784,1
0.600341,0.652582,0
-0.863862,0.192746,0
0.312339,-0.001441,0
-0.025073,0.230187,0
-0.054486,-1.077881,1
0.526038,0.440336,0
-0.551606,-0.244798,0
-1.234636,-0.862732,1
0.54009,-0.590698,1
-0.015471,1.206574,1
-0.047061,-1.472602,1
-1.435647,-0.37798,1
-0.353037,-0.863817,1
0.568229,-1.331643,1
1.415788,0.814862,1
0.983811,1.243311,1
0.228439,-1.177012,1
0.062453,0.235593,0
0.855574,0.78296,0
-0.510917,-1.082932,1
0.631743,0.411777,0
0.438179,0.89142,0
-0.602731,-0.23362,0
1.427802,0.840049,1
0.706948,0.25674,0
0.955027,1.422281,1
-1.418263,-1.414359,1
-0.526991,-0.903517,1
0.772465,-0.635721,1
0.751256,0.603584,0
-0.192296,-1.006047,1
-0.722109,-1.174589,1
0.798058,1.3774,1
-1.295281,-0.618867,1
-1.289272,-0.502494,1
0.821651,0.01041,0
0.147536,-1.347378,1
1.465234,0.832731,1
1.094463,1.060687,1
-0.758428,1.386629,1
-0.641321,0.25145,0
-0.004355,-0.87349,0
0.867954,1.288264,1
1.467393,-1.381521,1
0.410465,-0.814719,1
-0.775488,0.870783,0
-0.828231,1.332338,1
0.731358,1.427732,1
0.845841,-0.005778,0
-0.38784,1.139158,0
-0.107379,-0.725204,0
-1.220363,-0.264892,1
-0.457093,1.133641,0
0.716552,0.305379,0
-0.372552,-0.079918,0
0.962921,-0.216276,1
1.224679,1.483785,1
1.290296,-1.357889,1
0.443413,-0.466942,0
-0.406373,0.629155,0
0.689334,-1.068181,1
0.161012,0.335827,0
-1.120893,1.054221,1
-0.564046,-0.966674,1
-0.38414,-0.169434,0
-0.796385,0.54684,0
1.005865,0.618735,0
-1.351317,1.160599,1
0.076278,-0.696368,0
1.446884,0.887412,1
0.661876,-0.910908,1
0.913798,1.097912,1
-1.13303,1.324865,1
0.243331,-0.345384,0
0.924226,1.277236,1
-0.970683,0.438437,0
-0.666285,-0.341935,0
0.818145,0.082925,0
-0.270161,-0.588656,0
1.364206,0.656483,1
-0.331693,-0.494166,0
0.611363,1.340073,1
-0.886924,-1.213884,1
-1.110768,0.06497,1
-0.952527,-0.783849,1
-0.819867,-0.606497,1
-0.371289,-0.459174,0
0.765935,-1.113343,1
-0.412734,-0.523742,0
0.147152,0.530503,0
-0.815494,0.804308,0
-0.153806,1.351211,1
0.700571,-0.879223,1
0.792088,-0.194783,0
0.697519,-1.239887,1
-1.490566,0.845467,1
0.780641,-0.205001,0
-0.794022,1.160025,0
0.261109,0.05597,0
0.030105,0.288217,0
1.384246,0.009855,1
-1.060751,-1.129731,1
-0.50386,0.038912,0
1.459124,-0.055284,1
-0.739893,0.445355,0
1.100484,1.244439,1
-1.230042,0.191851,1
0.895024,-0.529131,1
-0.388813,-0.212497,0
-0.857019,-0.169582,0
0.447026,-0.349402,0
-0.602649,0.050722,0
-1.000178,1.249531,1
-0.886842,0.962918,0
-1.053919,-0.03779,1
0.785512,0.867746,0
1.321382,-0.250001,1
1.162329,-1.158961,1
1.11746,1.057658,1
0.327068,0.893281,0
0.940022,1.47934,1
-1.185313,1.489212,1
-1.100157,0.210589,1
1.325756,0.971702,1
1.322229,0.511038,1
-1.135581,0.468012,0
-1.103844,0.815433,1
-0.421401,-0.986469,1
-0.750014,-0.009535,0
1.496522,-0.714461,1
0.128471,1.338218,1
0.577292,1.155584,0
1.174778,1.323086,1
0.131098,-0.053223,0
-1.076397,-0.304278,1
0.921565,0.837768,0
0.352027,-1.250735,1
-0.903816,1.435279,1
0.073108,-0.110463,0
-0.666155,0.417656,0
-0.738441,1.054122,0
0.629107,-0.844143,1
1.472593,1.119056,1
1.074344,-0.594998,1
-1.383096,1.019953,1
0.162977,0.03634,0
-0.341891,1.019764,0
0.383665,-1.345742,1
0.686707,0.10862,0
-0.409901,-0.784869,1
0.872224,-0.19636,0
0.017548,-0.275828,0
-1.46505,1.107616,1
0.970435,0.241445,0
1.397315,0.829309,1
-1.025089,0.574626,0
-0.186158,0.71368,0
0.085567,-0.637371,0
-0.585141,0.658787,0
-0.741191,1.33162,1
-0.60816,-0.88488,1
0.240416,-0.689424,0
0.172319,-1.406345,1
-0.192001,0.784821,0
-1.16287,0.549859,1
-0.716425,-1.036088,1
-0.03348,-0.632675,0
0.925577,-0.624762,1
1.159523,0.866675,1
1.479129,1.12288,1
-0.639146,-1.404887,1
0.583585,0.525381,0
1.150222,-0.244408,1
0.251399,0.030318,0
0.117792,-0.677006,0
-0.612786,0.343504,0
-0.308943,-0.417712,0
0.379374,0.929908,0
0.988269,-1.059845,1
-0.44325,-0.816064,1
-0.742321,-0.553318,1
1.347492,0.830592,1
-0.090001,-0.677378,0
-1.109414,-0.338628,1
-0.563514,0.126145,0
0.87847,0.152013,0
1.028362,0.818321,0
-1.421829,-1.24442,1
0.260695,0.542113,0
-0.82302,1.063222,0
-0.413063,0.722246,0
-1.376973,-1.060701,1
1.091326,-0.234657,1
1.02095,-0.271389,1
1.155421,0.957929,1
1.470466,-1.351602,1
1.249406,-0.524988,1
-0.215893,1.214247,1
0.895582,-0.459589,1
0.838864,-1.026439,1
0.721304,-0.629848,1
-0.535193,-0.218971,0
0.831156,-0.885324,1
0.840672,-1.066252,1
-1.402634,1.474929,1
0.55776,0.939445,0
0.768267,-0.03049,0
0.946112,-0.962049,1
0.976695,-0.618788,1
-0.293406,1.294191,1
0.467653,-1.483871,1
-0.101701,1.26135,1
0.894442,1.268016,1
0.697319,1.023818,0
0.865518,-0.91558,1
-0.483391,0.031231,0
0.825307,-1.138557,1
-0.174331,-0.62323,0
1.440914,0.201275,1
0.402874,-0.082463,0
0.245916,0.868492,0
0.214258,-0.810372,0
-0.176877,1.110511,0
0.112601,0.874478,0
-0.785795,-0.27973,0
-0.365411,0.809836,0
-1.205472,0.215948,1
-1.457146,-1.352651,1
-0.399149,-1.231283,1
0.126295,-0.985709,1
-0.942767,-1.14357,1
-1.438139,0.652898,1
0.917536,-0.10738,0
-0.707748,-0.041723,0
-0.544726,-1.282374,1
0.251801,0.5924,0
-0.045501,0.753653,0
-0.89874,0.742513,0
-0.820015,-1.010331,1
-0.008648,0.803003,0
0.662327,-1.247139,1
